# Max requests: 524288, Received requests: 524288, 
# Nr. of intervals: 20, Interval: 26214, 
# Percent (%)	Bandwidth (MB/s)	IOPS	Latency (usec)	Iodepth	Block size (KB)	Object size (MB)	Total size (MB)
  5.000		11.068		2833.480		5645.026	16		4		4		2048
  10.000		9.343		2391.798		6687.567	16		4		4		2048
  15.000		9.528		2439.291		6500.381	16		4		4		2048
  20.000		10.089		2582.658		6249.944	16		4		4		2048
  25.000		9.429		2413.776		6626.810	16		4		4		2048
  30.000		9.256		2369.441		6750.976	16		4		4		2048
  35.000		9.266		2372.015		6743.746	16		4		4		2048
  40.000		9.927		2541.333		6294.403	16		4		4		2048
  45.000		9.058		2318.865		6898.418	16		4		4		2048
  50.000		9.499		2431.780		6578.049	16		4		4		2048
  55.000		8.179		2093.696		7640.306	16		4		4		2048
  60.000		9.865		2525.530		6333.515	16		4		4		2048
  65.000		9.444		2417.780		6615.989	16		4		4		2048
  70.000		9.227		2362.022		6772.011	16		4		4		2048
  75.000		9.432		2414.514		6433.328	16		4		4		2048
  80.000		9.087		2326.147		7068.205	16		4		4		2048
  85.000		10.158		2600.435		6151.139	16		4		4		2048
  90.000		8.664		2217.888		7212.454	16		4		4		2048
  95.000		9.531		2439.915		6555.689	16		4		4		2048
  100.000		9.464		2422.865		6615.681	16		4		4		2048
