# Max requests: 524288, Received requests: 524288, 
# Nr. of intervals: 20, Interval: 26214, 
# Percent (%)	Bandwidth (MB/s)	IOPS	Latency (usec)	Iodepth	Block size (KB)	Object size (MB)	Total size (MB)
  5.000		11.532		2952.278		5415.598	16		4		4		2048
  10.000		9.307		2382.537		6712.016	16		4		4		2048
  15.000		9.276		2374.560		6734.590	16		4		4		2048
  20.000		9.820		2513.844		6361.115	16		4		4		2048
  25.000		9.673		2476.329		6457.642	16		4		4		2048
  30.000		9.845		2520.261		6344.950	16		4		4		2048
  35.000		9.826		2515.360		6357.308	16		4		4		2048
  40.000		9.491		2429.749		6581.499	16		4		4		2048
  45.000		9.872		2527.213		6327.537	16		4		4		2048
  50.000		9.984		2555.968		6256.238	16		4		4		2048
  55.000		8.976		2297.891		6959.332	16		4		4		2048
  60.000		9.591		2455.259		6513.065	16		4		4		2048
  65.000		9.845		2520.436		6344.543	16		4		4		2048
  70.000		10.139		2595.691		6160.526	16		4		4		2048
  75.000		8.726		2233.774		7159.084	16		4		4		2048
  80.000		9.691		2480.987		6445.178	16		4		4		2048
  85.000		9.921		2539.751		6296.571	16		4		4		2048
  90.000		9.753		2496.644		6404.993	16		4		4		2048
  95.000		9.897		2533.544		6311.683	16		4		4		2048
  100.000		9.699		2482.834		6422.756	16		4		4		2048
