# Max requests: 524288, Received requests: 524288, 
# Nr. of intervals: 20, Interval: 26214, 
# Percent (%)	Bandwidth (MB/s)	IOPS	Latency (usec)	Iodepth	Block size (KB)	Object size (MB)	Total size (MB)
  5.000		101.105		25882.849		614.778	16		4		4		2048
  10.000		109.192		27953.098		569.693	16		4		4		2048
  15.000		109.109		27931.862		570.179	16		4		4		2048
  20.000		108.875		27872.024		571.419	16		4		4		2048
  25.000		108.834		27861.505		571.745	16		4		4		2048
  30.000		108.931		27886.317		571.176	16		4		4		2048
  35.000		108.930		27885.978		571.184	16		4		4		2048
  40.000		108.972		27896.861		570.854	16		4		4		2048
  45.000		108.965		27894.937		571.101	16		4		4		2048
  50.000		108.990		27901.565		570.862	16		4		4		2048
  55.000		8.981		2299.243		6950.643	16		4		4		2048
  60.000		10.059		2575.175		6206.661	16		4		4		2048
  65.000		10.761		2754.880		5801.323	16		4		4		2048
  70.000		12.092		3095.523		5160.994	16		4		4		2048
  75.000		13.456		3444.859		4641.197	16		4		4		2048
  80.000		14.334		3669.609		4354.754	16		4		4		2048
  85.000		15.550		3980.688		4014.012	16		4		4		2048
  90.000		15.884		4066.203		3928.734	16		4		4		2048
  95.000		18.290		4682.362		3408.917	16		4		4		2048
  100.000		17.181 		5932.354		3634.298	16		4		4		2048
