# Max requests: 524288, Received requests: 524288, 
# Nr. of intervals: 20, Interval: 26214, 
# Percent (%)	Bandwidth (MB/s)	IOPS	Latency (usec)	Iodepth	Block size (KB)	Object size (MB)	Total size (MB)
  5.000		16.508		4226.013		3778.381	16		4		4		2048
  10.000		16.200		4147.313		3850.355	16		4		4		2048
  15.000		15.705		4020.570		3971.986	16		4		4		2048
  20.000		15.784		4040.609		3953.270	16		4		4		2048
  25.000		15.902		4070.880		3923.005	16		4		4		2048
  30.000		16.112		4124.730		3871.915	16		4		4		2048
  35.000		15.806		4046.436		3946.776	16		4		4		2048
  40.000		16.160		4137.049		3860.504	16		4		4		2048
  45.000		16.041		4106.556		3889.007	16		4		4		2048
  50.000		15.639		4003.616		3989.502	16		4		4		2048
  55.000		16.290		4170.365		3830.086	16		4		4		2048
  60.000		16.142		4132.394		3859.351	16		4		4		2048
  65.000		15.690		4016.760		3980.864	16		4		4		2048
  70.000		15.619		3998.383		3994.997	16		4		4		2048
  75.000		15.927		4077.296		3916.738	16		4		4		2048
  80.000		16.002		4096.414		3898.846	16		4		4		2048
  85.000		15.832		4053.106		3939.826	16		4		4		2048
  90.000		16.230		4154.876		3844.430	16		4		4		2048
  95.000		15.472		3960.710		4032.648	16		4		4		2048
  100.000		15.930		4078.206		3918.258	16		4		4		2048
